Gene,"Maximum likelihood (kon, koff, ksyn)","Burst frequency from Profile Likelihood (estimate, and lower and upper confidence interval)","Burst size from Profile Likelihood (point estimate, and lower and upper confidence interval)",Mean expression
Eef1b2,[1.67459022e-02 3.12618386e-02 3.30975495e+01],[0.0167459  0.00520501 0.03895312],[1058.72050207  420.51926291 3579.00848539],11.54
Eef1d,[ 2.34538893  5.28031075 31.28702832],[2.34538893 1.73181105 3.44342148],[5.92522482 3.01676002 9.69547198],9.62
Eef1e1,[  1.88078249 120.28496075 322.66155374],[1.88078249 1.38982498 2.35363962],[2.68247628 2.13034859 3.38148161],4.97
Eef1g,[ 0.25999853  0.18582219 31.40581304],[0.25999853 0.18943141 0.34851046],[169.01002417 117.13345497 250.23048492],18.32
Eef2k,[0.29901877 0.40709638 3.27276724],[0.29901877 0.11830195 0.53796306],[ 8.03929345  3.70421311 25.24855812],1.39
Eefsec,[0.53780764 1.59672376 8.68893862],[0.53780764 0.37726947 0.77029225],[5.44172939 3.24663814 8.92687008],2.19
Eepd1,[0.04498994 2.16766525 3.14365059],[0.0022495       nan       nan],[1.45024726        nan        nan],0.06
Efcab2,[0.02007108 0.21152164 1.50607665],[0.00100355        nan        nan],[7.12020137        nan        nan],0.13
Efcab7,[0.0595548  2.46435819 6.08601219],[0.0595548  0.02244217 0.13196885],[2.46961347 0.97200459 7.16643678],0.14
Efemp2,[  0.23115325 121.06845123 174.7345915 ],[0.23115325 0.15781768 0.35099106],[1.44327106 0.87540303 2.41811701],0.33
Efhb,[ 0.09987733 18.97222084 77.40128385],[0.09987733 0.06574472 0.15039244],[4.07971658 2.40171382 7.43761357],0.41
Efhd1,[0.15667696 3.73022624 6.33905419],[0.15667696 0.05590583 0.3003401 ],[1.69937526 0.80154633 5.4214133 ],0.26
Efna1,[0.04456587 0.46541223 1.        ],[2.08166817e-17            nan            nan],[2.14863285        nan        nan],0.09
Efna2,[  0.12162936  81.79097004 112.34915841],[0.12162936 0.07760106 0.22411128],[1.37361323 0.6820984  2.90003067],0.17
Efna4,[0.05152576 0.15055768 3.07786133],[0.00257629        nan        nan],[20.44307053         nan         nan],0.78
Efr3a,[0.39883669 2.35185045 8.83731883],[0.39883669 0.27611874 0.60258458],[3.75760237 2.1395276  6.09558121],1.28
Eftud1,[  0.92192659 170.39944601 181.76785342],[0.92192659 0.67617386 1.33932971],[1.06671622 0.72531352 1.51432445],0.98
Eftud2,[  2.59572345  26.15037318 114.49447924],[2.46593728 1.83054401 3.33807007],[4.90370886 3.13693773 7.86587672],10.34
Egfl7,[ 0.76814935  6.02132236 10.53241142],[0.76814935 0.46798141 1.25279856],[1.74918577 0.95519886 3.53343683],1.19
Egln1,[0.15186201 0.73572101 4.71613935],[0.15186201 0.07226069 0.25685115],[ 6.4102279   3.35416582 15.12603718],0.81
Egln3,[  0.37607487  74.90895762 185.551112  ],[0.39487861 0.28853371 0.45657552],[2.47702168 1.75241766 3.50225434],0.93
Ehd4,[  0.68864109 163.94554015 304.66864902],[0.68864109 0.53196918 0.91550623],[1.85835277 1.35376008 2.51980964],1.27
Ehhadh,[0.01527949 0.12128592 1.        ],[0.00076397        nan        nan],[8.24497998        nan        nan],0.11
Ehmt1,[ 1.21472558  4.83251801 13.40718851],[1.21472558 0.68120906 1.97800482],[2.77436908 1.41324199 7.06109523],2.69
Ehmt2,[0.86278059 1.62739763 8.41881541],[0.86278059 0.58332164 1.32956218],[5.17317664 2.64328423 9.25101624],2.92
Ei24,[0.82442471 1.53859587 4.58906514],[0.82442471 0.43641783 1.62498849],[2.98263192 1.03982091 7.61319179],1.6
Eid1,[0.10661714 1.9525834  6.11082943],[0.10661714 0.0542436  0.19672791],[3.1296125  1.49973642 6.7674519 ],0.32
Eid2b,[0.31111926 1.62829222 2.0790418 ],[0.01555596        nan        nan],[1.27682352        nan        nan],0.33
Eif1ad,[0.7419217  2.04799488 9.2910876 ],[0.7419217  0.46270383 1.12567098],[4.5366752  2.40693079 9.25001599],2.47
Eif1b,[0.53019993 1.8117326  4.53233816],[0.53019993 0.29264981 0.99747118],[2.50165955 1.02090348 5.56645605],1.03
Eif2a,[ 0.5800197  17.93954807 78.90347312],[0.52201773 0.38457688 0.68611801],[5.45388915 3.58307443 7.93187044],2.47
Eif2ak2,[0.10098144 0.27665998 3.4431076 ],[5.55111512e-17            nan            nan],[49.40771397         nan         nan],0.92
Eif2b1,[ 0.82445431  4.17873715 12.15197174],[0.82445431 0.57376469 1.26864047],[2.90804884 1.57039604 4.90530183],2.0
Eif2b2,[ 1.07408228  2.75349901 10.4178839 ],[1.07408228 0.72591531 1.67334911],[3.78350741 1.85509102 6.90783022],2.92
Eif2b3,[  0.69647364  33.70172494 233.00923185],[0.62682628 0.50993124 0.82211918],[6.91386664 5.49097061 8.81739841],4.72
Eif2b4,[ 1.21630574  5.55881014 17.58090774],[1.21630574 0.86044572 1.84088393],[3.1627106  1.79457682 5.36204135],3.16
Eif2b5,[ 1.27955046  1.86905029 19.14801133],[1.27955046 0.96805196 1.72018498],[10.24478122  6.36705771 15.75253877],7.78
Eif2d,[1.03526084 1.63308019 7.83830928],[1.03526084 0.66175604 1.69071377],[4.79970875 2.17453841 9.64575011],3.04
Eif2s1,[ 0.08918323  0.1524327  13.04570124],[0.08918323 0.04952254 0.1425908 ],[ 85.58335186  48.56592174 169.22151983],4.82
Eif2s2,[ 0.22225081  0.4313948  36.57485758],[0.22225081 0.17354244 0.27977493],[ 84.78279707  64.0480104  114.89461157],12.44
Eif3a,[ 1.66460079  3.25449242 81.27792418],[1.66460079 1.38117365 2.02852399],[24.97407082 18.41184852 32.89004044],27.5
Eif3b,[  4.08015767 206.27437964 437.69180348],[4.08015767 2.78035924 5.17797246],[2.12189126 1.64660829 2.66012033],8.49
Eif3c,[ 3.00999617  2.65764402 33.24369992],[3.00999617 2.22112009 4.23625196],[12.5087106   6.95571834 20.47757786],17.66
Eif3d,[ 4.0933707   9.39673812 61.85304948],[4.0933707  2.91814001 6.37773693],[ 6.5823958   3.16001983 11.82408916],18.77
Eif3e,[ 0.64761991  1.84990013 30.27968603],[0.64761991 0.52224567 0.80352826],[16.36828144 12.16605572 21.87694624],7.85
Eif3f,[ 1.65374627  2.21793267 11.01073386],[1.65374627 1.11064973 2.64757166],[4.96441304 2.24458879 9.47820045],4.7
Eif3g,[   4.8079661   722.65327283 2554.43461273],[4.8079661  3.998702   5.72933747],[3.53479976 2.95291857 4.31588279],16.88
Eif3h,[ 1.80445698  1.71132868 10.0434025 ],[1.80445698 1.20897837 2.90011743],[ 5.86877473  2.63063086 11.32032242],5.15
Eif3i,[ 0.98260593  2.53930991 20.46772934],[0.98260593 0.75302752 1.29783772],[ 8.06035107  5.26448749 11.93878628],5.71
Eif3k,[ 2.53451106  3.06513836 36.14692535],[2.53451106 1.91199468 3.45502923],[11.79291801  6.96792287 18.50478305],16.36
Eif3l,[ 2.87228117  4.90092126 26.70562869],[2.87228117 2.02738275 4.44496167],[5.4491038  2.49735461 9.7865132 ],9.87
Eif3m,[ 0.53775323  1.95790585 17.53602249],[0.53775323 0.39530845 0.71760017],[ 8.95651977  5.89925538 13.97541079],3.78
Eif4a2,[ 1.00141801  2.42817102 13.48870383],[1.00141801 0.74433682 1.40179492],[5.55508805 3.28685831 8.59057504],3.94
Eif4a3,[ 2.40915531 20.43753781 45.10129195],[2.52961307 1.67810342 3.45094143],[1.94197253 1.38389836 4.00921063],4.76
Eif4b,[ 2.16937371  8.03720791 31.5425433 ],[2.16937371 1.54437847 3.2918395 ],[3.92456481 2.08888979 6.77604503],6.7
Eif4e,[0.94228504 0.53872125 1.        ],[0.04711425        nan        nan],[0.01856248        nan        nan],0.64
Eif4e2,[ 0.93426967  1.87109846 25.66010738],[0.93426967 0.74907101 1.17683235],[13.71392681  9.70794662 18.78962839],8.55
Eif4ebp1,[  3.0966443   49.07042233 281.84391438],[2.78697987 2.12287934 3.77220517],[5.74366188 4.45194098 6.91760652],16.73
Eif4ebp2,[0.35926382 1.2730207  4.16386462],[0.35926382 0.16575966 0.68530402],[3.27085383 1.36509591 8.72830412],0.92
Eif4g1,[ 1.53122057  2.03740029 26.75881474],[1.53122057 1.19552883 1.98474147],[13.13380332  8.69501496 19.119881  ],11.48
Eif4g2,[ 0.44975303  1.05789389 27.56691528],[0.44975303 0.34735757 0.57754079],[26.05829898 18.52402924 36.8792711 ],8.22
Eif4g3,[0.03607608 1.07246756 5.81083757],[0.03607608 0.01562531 0.07673903],[ 5.41819427  2.22378753 13.66497153],0.19
Eif4h,[ 1.95254089  3.03954898 20.59438262],[1.95254089 1.39186775 2.83595422],[ 6.77547319  3.55955609 11.93786048],8.06
Eif5,[ 0.88640301  0.88431613 25.27377761],[0.88640301 0.69960975 1.1196045 ],[28.58002558 20.43136854 39.83760287],12.65
Eif5a2,[0.183825   0.56931546 1.        ],[5.55111512e-17            nan            nan],[1.75649542        nan        nan],0.24
Eif6,[ 1.35866719  1.51963402 20.67778074],[1.35866719 1.05344707 1.77597459],[13.60707938  8.95281258 19.86845674],9.76
Elac1,[0.02097103 0.44833297 1.        ],[0.00104855        nan        nan],[2.2304851       nan       nan],0.04
Elac2,[  0.68409701 106.06716357 208.44083423],[0.68409701 0.52792699 0.91140977],[1.96517779 1.42405464 2.66683063],1.34
Elavl1,[ 1.33615983 54.07821009 83.89373707],[1.40296783 1.07718914 1.7746601 ],[1.50480064 1.12225747 1.98939563],2.02
Elavl4,[0.02527757 0.7571245  3.86631126],[0.00126388        nan        nan],[5.10657265        nan        nan],0.12
Elf1,[ 0.38357894 45.62546918 81.09401441],[0.38357894 0.27638422 0.55775102],[1.77738478 1.18467669 2.66279823],0.68
Elf2,[ 0.28455242  3.02424528 12.11435357],[0.28455242 0.19100196 0.43926251],[4.00574439 2.28363166 6.70874791],1.04
Ell2,[  0.99606181 445.05583323 513.36319268],[0.99606181 0.6913511  1.47483188],[1.15348043 0.75937854 1.73036957],1.15
Ell3,[0.04356554 0.11920994 1.60130913],[0.00217828        nan        nan],[13.43268086         nan         nan],0.43
Elmo1,[ 0.77028408  3.67727068 11.17251157],[0.77028408 0.53194686 1.1967838 ],[3.03826195 1.62727346 5.15805711],1.93
Elmo3,[0.05019858 0.32436934 2.42198003],[0.00250993        nan        nan],[7.46673531        nan        nan],0.32
Elmod2,[0.01723819 0.20220213 1.        ],[0.00086191        nan        nan],[4.94554621        nan        nan],0.08
Elmod3,[0.08448703 0.32836904 2.7634268 ],[0.00422435        nan        nan],[8.41561323        nan        nan],0.57
Elovl1,[ 0.4497869  58.16794115 76.1489491 ],[0.4497869  0.31246699 0.67069988],[1.3091223  0.83499832 2.0177115 ],0.58
Elovl6,[ 1.12514654  1.22814646 11.48117087],[1.12514654 0.81137386 1.5781273 ],[ 9.34837276  5.50641586 15.51340008],5.49
Elp2,[1.14879187 3.1087053  6.46933701],[1.14879187 0.66578895 2.20923812],[2.08103901 0.79469179 4.8085942 ],1.75
Elp3,[0.43106755 0.54712473 7.9958466 ],[0.43106755 0.27060113 0.63852053],[14.61430302  8.35575128 28.03440248],3.52
Emb,[  0.90572327 189.67621809 745.54990596],[0.90572327 0.74924557 1.10238818],[3.93064515 3.13394888 4.9746651 ],3.54
Eme1,[  0.93608783 138.55794769 242.94850215],[0.93608783 0.7285412  1.22378111],[1.75340719 1.30093439 2.32972844],1.63
Emg1,[  2.410007   185.76524588 564.62563246],[2.410007   2.67146659 2.94630327],[3.03945784 2.4643299  3.76672626],7.23
Emilin1,[0.0729926  0.2815715  1.60260104],[1.38777878e-17            nan            nan],[5.6916308       nan       nan],0.33
Eml1,[0.03569357 0.58502336 4.93481155],[0.03569357 0.00970005 0.07194826],[ 8.43523848  3.712824   32.8416251 ],0.28
Eml2,[0.43399191 1.44999722 4.62764805],[0.43399191 0.24109152 0.76631155],[3.19148754 1.45125517 6.91060475],1.07
Eml3,[0.27326604 0.49239735 1.36418031],[0.0136633       nan       nan],[2.77048671        nan        nan],0.49
Eml4,[0.73025195 1.78633175 9.7921313 ],[0.73025195 0.51662523 1.04315557],[5.48169806 3.22709859 9.06619204],2.84
Eml5,[0.07953639 0.18296524 1.78440736],[0.00397682        nan        nan],[9.75271236        nan        nan],0.54
Emp2,[  0.58497758 304.68693686 517.78095713],[0.58497758 0.46625936 0.79283014],[1.6993868  1.20326174 2.40729226],0.99
Enah,[  0.88310415  36.28382304 145.32695723],[0.83894895 0.61369193 1.10340452],[4.00528238 3.10496231 5.21584691],3.45
Eng,[0.45200364 2.68307259 6.5690107 ],[0.45200364 0.2792262  0.76585591],[2.44831643 1.22155696 4.61721259],0.95
Eno1,[ 2.38619729  5.53595964 51.53166866],[2.38619729 1.84177102 3.19125629],[ 9.30853401  5.63130748 14.06400599],15.52
Eno2,[0.01058065 0.13251542 1.18921993],[3.46944695e-18            nan            nan],[8.97420036        nan        nan],0.09
Enoph1,[0.68078296 1.47133061 6.01480224],[0.68078296 0.3984089  1.12085125],[4.08800183 1.93622495 8.91457767],1.9
Enpp5,[0.05626958 0.98820683 1.        ],[0.00281348        nan        nan],[1.01193391        nan        nan],0.05
Ensa,[ 0.46617629  2.43293766 19.29287991],[0.46617629 0.33751439 0.66773743],[ 7.92987023  4.72184042 12.22885005],3.1
Entpd2,[0.01266424 1.13929906 9.32183468],[0.01266424 0.00472397 0.0330301 ],[ 8.18207877  2.32081742 27.5242405 ],0.1
Entpd5,[0.03670757 0.46724462 1.34363844],[0.00183538        nan        nan],[2.87566379        nan        nan],0.1
Entpd6,[  0.19487606  60.9376827  134.86112797],[0.20461987 0.14089133 0.27103235],[2.21309905 1.40961336 3.69164283],0.43
Ep300,[0.66569364 1.60577638 6.52172904],[0.66569364 0.41509998 1.11541708],[4.06141798 1.88815758 7.90350146],1.91
Ep400,[0.18482088 0.0953146  4.439391  ],[0.18482088 0.05013971 0.36183726],[46.57618933         nan         nan],2.93
Epas1,[  1.5270988   70.40704626 102.72213597],[1.37438892 0.84562662 2.06825195],[1.45897522 1.04309035 1.95690774],2.18
Epb4.1,[0.43141348 0.83295347 5.2656498 ],[0.43141348 0.2461022  0.70008147],[ 6.32166139  3.19062709 13.5095241 ],1.8
Epb4.1l1,[0.02343977 0.07103578 1.64397981],[0.00117199        nan        nan],[23.14298173         nan         nan],0.41
Epb4.1l2,[0.50642607 0.38062191 4.38246425],[0.50642607 0.22131549 0.97852378],[11.51395691  4.27482793 36.24792162],2.5
Epb4.1l3,[0.15308101 7.28396884 9.61599776],[0.16838911 0.09237442 0.31534582],[1.20134478 0.58090852 2.96652582],0.2
Epb4.1l4a,[  0.68172756  72.15230426 145.02795264],[0.68172756 0.52253599 0.90262746],[2.01002524 1.48554196 2.75255276],1.36
Epc1,[ 0.29140113  2.71852068 13.96035003],[0.29140113 0.20814333 0.42041894],[5.13527454 3.12047513 7.97312493],1.35
Epcam,[ 0.3963538   3.43109125 16.98919622],[0.3963538  0.29344499 0.55510256],[4.95154311 3.17853188 7.46152322],1.76
Epha4,[  1.63161746 246.82325753 688.89243151],[1.63161746 1.34606803 2.00307202],[2.79103533 2.23289899 3.48360011],4.52
Epha7,[1.03703048e-01 3.69569670e+02 5.53276294e+02],[0.10370305 0.06599016 0.14481238],[1.3623451  0.64441498 2.96489356],0.16
Ephb2,[ 0.30592162 22.47666701 25.97038838],[0.32121771 0.20258777 0.50944636],[1.1554377  0.6339079  1.95442275],0.35
Ephb6,[0.01392268 1.27096711 8.10794758],[0.01392268 0.00493158 0.03676596],[ 6.37935281  1.8529501  22.01671765],0.09
Ephx1,[3.12158959e-01 2.18457117e+02 3.64445451e+02],[0.32776691 0.25489273 0.47832635],[1.56817379 1.01456809 2.42870416],0.52
Epn1,[  0.46634502 123.82090472 259.51368377],[0.46634502 0.33779682 0.66033206],[2.0958794  1.42731393 3.16194992],0.97
Epn2,[0.43095122 1.12456037 6.26769725],[0.43095122 0.29616268 0.63413809],[5.57346444 3.2636805  9.18358416],1.74
Eprs,[ 2.01605488  2.953432   29.39633378],[2.01605488 1.53192981 2.72262789],[ 9.95327937  6.02474571 15.34523175],11.93
Eps8,[0.19062636 2.46381636 2.57440206],[5.55111512e-17            nan            nan],[1.04488391        nan        nan],0.18
Eps8l2,[ 0.1038816   4.66234998 13.70596777],[0.1038816  0.05787227 0.17241544],[2.93971234 1.53744954 6.00301105],0.3
Erap1,[0.04497136 2.16510548 3.14161751],[1.38777878e-17            nan            nan],[1.45102284        nan        nan],0.06
Erbb2ip,[1.26614720e-01 1.49761488e+02 3.68428546e+02],[0.12661472 0.09712303 0.20493366],[2.23869287 1.29611511 4.01020203],0.31
Erc1,[  0.48213758 105.22376083 337.43004474],[0.48213758 0.37456348 0.62017486],[3.20678564 2.37673394 4.39056868],1.54
Erc2,[ 0.22368454 10.41312401 11.3434766 ],[0.246053   0.13882327 0.42060938],[0.99130325 0.51353723 1.92048437],0.24
Ercc1,[ 0.56224536  6.59417697 22.46733495],[0.56224536 0.40254703 0.79566843],[3.40714771 2.25638019 5.40146044],1.77
Ercc3,[  0.91383241 424.25377434 500.9607225 ],[0.86814079 0.66022353 1.21972312],[1.25165266 0.86981736 1.75337106],1.08
Ercc4,[ 0.60228438 46.81382431 56.23732392],[0.60228438 0.483742   1.00791122],[1.20129737 0.77602744 1.79163702],0.71
Ercc5,[0.17176146 0.40586199 5.38977461],[0.17176146 0.11036682 0.25450215],[13.27982096  8.14110033 22.53711641],1.6
Ercc8,[0.50379362 0.99122844 5.83526932],[0.50379362 0.31826801 0.77020223],[ 5.88690666  3.22091869 11.12993047],1.97
Ergic1,[  1.26249983 122.61486551 131.1816863 ],[1.26249983 0.92757214 1.7882897 ],[1.06986772 0.75146494 1.50471739],1.34
Ergic2,[0.30384613 0.37468535 6.33809451],[0.30384613 0.18262252 0.48560979],[16.91577878  8.78698275 32.9505027 ],2.84
Eri1,[0.50916868 0.67224776 3.34601965],[0.50916868 0.17308628 1.02729377],[4.97736077        nan        nan],1.44
Eri3,[0.46832625 0.92785809 8.39833365],[0.46832625 0.34688992 0.63639582],[ 9.05131266  5.92605871 13.55014766],2.82
Erich1,[ 1.13667037 27.12419651 36.19604702],[1.19350389 0.73212153 1.6480348 ],[1.25438865 0.86102747 2.58565107],1.46
Ero1l,[ 0.64141643  5.52463848 10.88897186],[0.64141643 0.4056555  1.01167088],[1.9709836  1.09381701 3.71301278],1.13
Ero1lb,[0.05626871 0.98819019 1.        ],[0.00281344        nan        nan],[1.01195095        nan        nan],0.05
Erp44,[0.54644783 3.69436786 8.9936451 ],[0.54644783 0.35482441 0.88314725],[2.43442057 1.28215646 4.36451685],1.16
Esco1,[ 0.40545662  4.92968405 11.14377718],[0.40545662 0.24807454 0.65439681],[2.26054592 1.24972277 4.28151713],0.85
Esco2,[ 0.720494    6.38052656 50.16727948],[0.6844693  0.55922708 0.88948714],[ 8.33431469  5.75523643 11.47290862],5.09
Esf1,[0.8021195  1.02367995 9.55615037],[0.8021195  0.54366133 1.17517069],[ 9.33509573  5.15528616 16.88614516],4.2
Espl1,[0.22855513 0.58340252 5.02439858],[0.22855513 0.13223198 0.35850365],[ 8.61223321  4.8539101  16.85312362],1.41
Esyt2,[  0.33732375  81.33819183 126.32765484],[0.35418993 0.24098757 0.5099413 ],[1.50652261 0.96635397 2.33161133],0.52
Etaa1,[ 1.31264811  4.06853141 15.15566398],[1.31264811 0.93978968 1.99872402],[3.7250945  1.89939942 6.2580467 ],3.7
Etf1,[ 1.50760088  3.51644835 23.31239768],[1.50760088 1.15314519 2.05649957],[6.62952938 3.95357289 9.98603358],7.0
Etfa,[ 1.98105095  2.99426825 16.04801645],[1.98105095 1.35292364 3.11414331],[ 5.35957875  2.44342441 10.11910487],6.39
Etfb,[ 0.81568509  1.76449886 19.7503624 ],[0.81568509 0.63937483 1.04500098],[11.19318514  7.78914218 15.84705841],6.24
Etfdh,[0.26176313 1.08669556 3.77746985],[0.26176313 0.11379287 0.48118615],[3.47610682 1.57949846 9.50189664],0.73
Ethe1,[0.06986151 0.18137832 1.46984882],[0.00349308        nan        nan],[8.10377328        nan        nan],0.41
Etl4,[  1.39078499 242.19522177 334.58716416],[1.46032424 1.10543296 1.89681913],[1.34003283 0.98712339 1.77709252],1.91
Etnk1,[0.28307412 0.63221808 3.01490104],[0.28307412 0.09352889 0.55679966],[ 4.76876754  1.96167038 18.02438859],0.93
Ets2,[ 0.30078883  9.29123034 19.06298824],[0.30078883 0.17761828 0.46046185],[2.0517184  1.25062263 3.99516195],0.6
Etv4,[0.05162997 0.28166661 2.74254177],[6.9388939e-18           nan           nan],[9.73683658        nan        nan],0.42
Etv6,[0.50238456 2.36017034 4.18354094],[0.50238456 0.24920376 0.99292135],[1.7725589  0.73017829 4.46968417],0.73
Evl,[0.48459006 2.55851605 8.34596806],[0.48459006 0.32596095 0.76952271],[3.26203468 1.68526172 5.54706371],1.33
Ewsr1,[ 2.80790632  6.54704194 29.90912174],[2.80790632 1.96304473 4.46369255],[4.56834124 2.05060931 8.32738323],8.98
Exd1,[0.04603703 2.17006135 3.14419199],[0.00230185        nan        nan],[1.44889544        nan        nan],0.07
Exd2,[0.17218019 0.42575112 1.79442637],[5.55111512e-17            nan            nan],[4.21473085        nan        nan],0.52
Exo1,[0.87171804 1.55194682 7.542482  ],[0.87171804 0.5641728  1.39623082],[4.86001317 2.32125669 9.37522407],2.71
Exoc1,[0.56817212 2.48720001 9.40051453],[0.56817212 0.39151581 0.85240847],[3.77955713 2.0992387  6.34584309],1.75
Exoc2,[ 0.26153595 33.27270845 55.28120542],[0.26153595 0.17564671 0.39371112],[1.66145793 1.03974438 2.72155486],0.43
Exoc3,[0.33495858 0.24543128 3.11782517],[1.11022302e-16            nan            nan],[12.70345485         nan         nan],1.8
